,uniform_id,trialid,sentnum,ianum,ia,firstfix_dur,firstrun_dur,dur,firstrun_nfix,nfix
427197,it_21,1.0,1.0,1.0,Negli,38.0,38.0,38.0,1.0,1.0
427198,it_21,1.0,1.0,2.0,antichi,348.0,348.0,348.0,1.0,1.0
427199,it_21,1.0,1.0,3.0,miti,111.0,278.0,278.0,2.0,2.0
427200,it_21,1.0,1.0,4.0,e,0.0,0.0,0.0,0.0,0.0
427201,it_21,1.0,1.0,5.0,religioni,409.0,409.0,710.0,1.0,2.0
427202,it_21,1.0,1.0,6.0,"Romane,",0.0,0.0,0.0,0.0,0.0
427203,it_21,1.0,1.0,7.0,Giano,412.0,412.0,619.0,1.0,2.0
427204,it_21,1.0,1.0,8.0,è,0.0,0.0,0.0,0.0,0.0
427205,it_21,1.0,1.0,9.0,il,0.0,0.0,0.0,0.0,0.0
427206,it_21,1.0,1.0,10.0,dio,255.0,255.0,255.0,1.0,1.0
427207,it_21,1.0,1.0,11.0,degli,0.0,0.0,0.0,0.0,0.0
427208,it_21,1.0,1.0,12.0,inizi,206.0,206.0,806.0,1.0,3.0
427209,it_21,1.0,1.0,13.0,e,0.0,0.0,0.0,0.0,0.0
427210,it_21,1.0,1.0,14.0,dei,0.0,0.0,0.0,0.0,0.0
427211,it_21,1.0,1.0,15.0,cancelli.,298.0,298.0,298.0,1.0,1.0
427212,it_21,1.0,2.0,16.0,Egli,0.0,0.0,0.0,0.0,0.0
427213,it_21,1.0,2.0,17.0,ha,182.0,182.0,182.0,1.0,1.0
427214,it_21,1.0,2.0,18.0,una,226.0,226.0,226.0,1.0,1.0
427215,it_21,1.0,2.0,19.0,doppia,163.0,163.0,163.0,1.0,1.0
427216,it_21,1.0,2.0,20.0,natura,196.0,196.0,196.0,1.0,1.0
427217,it_21,1.0,2.0,21.0,ed,0.0,0.0,0.0,0.0,0.0
427218,it_21,1.0,2.0,22.0,è,0.0,0.0,0.0,0.0,0.0
427219,it_21,1.0,2.0,23.0,solitamente,334.0,334.0,334.0,1.0,1.0
427220,it_21,1.0,2.0,24.0,rappresentato,188.0,188.0,188.0,1.0,1.0
427221,it_21,1.0,2.0,25.0,come,0.0,0.0,0.0,0.0,0.0
427222,it_21,1.0,2.0,26.0,avente,280.0,280.0,280.0,1.0,1.0
427223,it_21,1.0,2.0,27.0,due,159.0,159.0,159.0,1.0,1.0
427224,it_21,1.0,2.0,28.0,"facce,",0.0,0.0,0.0,0.0,0.0
427225,it_21,1.0,2.0,29.0,poiché,0.0,0.0,0.0,0.0,0.0
427226,it_21,1.0,2.0,30.0,vede,306.0,306.0,306.0,1.0,1.0
427227,it_21,1.0,2.0,31.0,nel,0.0,0.0,0.0,0.0,0.0
427228,it_21,1.0,2.0,32.0,passato,264.0,264.0,264.0,1.0,1.0
427229,it_21,1.0,2.0,33.0,e,0.0,0.0,0.0,0.0,0.0
427230,it_21,1.0,2.0,34.0,nel,0.0,0.0,0.0,0.0,0.0
427231,it_21,1.0,2.0,35.0,futuro.,233.0,233.0,233.0,1.0,1.0
427232,it_21,1.0,3.0,36.0,Giano,211.0,211.0,211.0,1.0,1.0
427233,it_21,1.0,3.0,37.0,presiede,580.0,820.0,994.0,2.0,3.0
427234,it_21,1.0,3.0,38.0,sull’inizio,327.0,327.0,327.0,1.0,1.0
427235,it_21,1.0,3.0,39.0,e,0.0,0.0,0.0,0.0,0.0
427236,it_21,1.0,3.0,40.0,sulla,595.0,595.0,903.0,1.0,2.0
