user_id,fold,epoch,feature,score
101,1,1.0,firstfix_dur,0.22050392325068796
101,1,1.0,dur,0.004248480758579683
101,1,1.0,firstrun_nfix,0.2331190982128649
101,1,1.0,nfix,0.19637436892460997
101,1,1.0,firstrun_dur,0.08491095808181458
101,1,2.0,firstfix_dur,-0.09456501717175554
101,1,2.0,dur,-0.25446895414011395
101,1,2.0,firstrun_nfix,0.002138076681521297
101,1,2.0,nfix,-0.24855121183413195
101,1,2.0,firstrun_dur,-0.2623499794159167
101,1,3.0,firstfix_dur,0.25662108791592364
101,1,3.0,dur,0.047973845314660604
101,1,3.0,firstrun_nfix,0.20353318338234214
101,1,3.0,nfix,0.13376399736699093
101,1,3.0,firstrun_dur,0.12457610390648637
101,1,4.0,firstfix_dur,0.30153784641095555
101,1,4.0,dur,-0.20945270677781702
101,1,4.0,firstrun_nfix,0.33682829201786174
101,1,4.0,nfix,0.20767377042245738
101,1,4.0,firstrun_dur,0.19270259701861372
101,1,5.0,firstfix_dur,0.32395155206562853
101,1,5.0,dur,0.12969899480768265
101,1,5.0,firstrun_nfix,0.2666380555500311
101,1,5.0,nfix,0.28681646242080105
101,1,5.0,firstrun_dur,0.2135426440865155
101,1,6.0,firstfix_dur,0.2428340959105061
101,1,6.0,dur,-0.19004375216522615
101,1,6.0,firstrun_nfix,0.17931185315795234
101,1,6.0,nfix,0.18236887280290728
101,1,6.0,firstrun_dur,0.15297861549839273
101,1,7.0,firstfix_dur,0.29442670697711193
101,1,7.0,dur,0.07415209756088433
101,1,7.0,firstrun_nfix,0.30230407909226287
101,1,7.0,nfix,0.32297322246157145
101,1,7.0,firstrun_dur,0.348236666660003
101,1,8.0,firstfix_dur,0.2114354857393065
101,1,8.0,dur,-0.10700628535901364
101,1,8.0,firstrun_nfix,0.27306560671536034
101,1,8.0,nfix,0.026873816546220602
101,1,8.0,firstrun_dur,0.041409113059700006
101,1,9.0,firstfix_dur,0.2946502221517753
101,1,9.0,dur,-0.13095265671857426
101,1,9.0,firstrun_nfix,0.3109932036022786
101,1,9.0,nfix,-0.05353184376262477
101,1,9.0,firstrun_dur,0.11718994722751504
101,1,10.0,firstfix_dur,0.42770256422958514
101,1,10.0,dur,0.15292425846611227
101,1,10.0,firstrun_nfix,0.3902929919418809
101,1,10.0,nfix,-0.32983536599220253
101,1,10.0,firstrun_dur,0.0978955952002056
101,1,11.0,firstfix_dur,0.4310618786947216
101,1,11.0,dur,0.36868667229519647
101,1,11.0,firstrun_nfix,0.4383869130305855
101,1,11.0,nfix,-0.005806095122550519
101,1,11.0,firstrun_dur,0.37145063394240635
101,1,12.0,firstfix_dur,0.40570137095968617
101,1,12.0,dur,0.31722461804320007
101,1,12.0,firstrun_nfix,0.4066926394097303
101,1,12.0,nfix,0.02481014758895649
101,1,12.0,firstrun_dur,0.0969127727099652
101,1,13.0,firstfix_dur,0.4443172250446717
101,1,13.0,dur,0.41828754900831966
101,1,13.0,firstrun_nfix,0.45022326537163876
101,1,13.0,nfix,0.345707603955346
101,1,13.0,firstrun_dur,0.40958273383700167
101,1,14.0,firstfix_dur,0.4134354225953341
101,1,14.0,dur,0.3849806109118377
101,1,14.0,firstrun_nfix,0.4234963132883666
101,1,14.0,nfix,0.3062296040224079
101,1,14.0,firstrun_dur,0.3803896080756772
101,1,15.0,firstfix_dur,0.402805521650919
101,1,15.0,dur,0.35926994052052236
101,1,15.0,firstrun_nfix,0.4260872344785589
101,1,15.0,nfix,0.31941449608870026
101,1,15.0,firstrun_dur,0.33859816114585134
101,1,16.0,firstfix_dur,0.42586439669392917
101,1,16.0,dur,0.37157708728432864
101,1,16.0,firstrun_nfix,0.418327939223452
101,1,16.0,nfix,0.32418625402209716
101,1,16.0,firstrun_dur,0.33716460699345835
101,1,17.0,firstfix_dur,0.4022558371932996
101,1,17.0,dur,0.33866650821463595
101,1,17.0,firstrun_nfix,0.3728243890385723
101,1,17.0,nfix,0.2654889894386578
101,1,17.0,firstrun_dur,0.27997051030767484
101,1,18.0,firstfix_dur,0.4261357283503962
101,1,18.0,dur,0.376136062346573
101,1,18.0,firstrun_nfix,0.39446959114058106
101,1,18.0,nfix,0.34086201570244473
101,1,18.0,firstrun_dur,0.3733177988358878
101,1,19.0,firstfix_dur,0.40317269884151863
101,1,19.0,dur,0.357507749663056
101,1,19.0,firstrun_nfix,0.3978993013548791
101,1,19.0,nfix,0.2681350992930632
101,1,19.0,firstrun_dur,0.3084948569286949
101,1,20.0,firstfix_dur,0.39536674286505674
101,1,20.0,dur,0.3522141129045353
101,1,20.0,firstrun_nfix,0.3933605664922456
101,1,20.0,nfix,0.291505644124923
101,1,20.0,firstrun_dur,0.3016965223025035
101,1,21.0,firstfix_dur,0.3909101425612852
101,1,21.0,dur,0.30421635916429
101,1,21.0,firstrun_nfix,0.36172032765280526
101,1,21.0,nfix,0.2764759337642758
101,1,21.0,firstrun_dur,0.27953716909736204
101,1,22.0,firstfix_dur,0.42719597859088265
101,1,22.0,dur,0.3475661579583057
101,1,22.0,firstrun_nfix,0.4024337814244771
101,1,22.0,nfix,0.330204015129848
101,1,22.0,firstrun_dur,0.34236973106155955
101,1,23.0,firstfix_dur,0.4176016069536529
101,1,23.0,dur,0.29721717711718804
101,1,23.0,firstrun_nfix,0.38081917243406077
101,1,23.0,nfix,0.23523845265286994
101,1,23.0,firstrun_dur,0.2672460526892284
101,1,24.0,firstfix_dur,0.42662611429206265
101,1,24.0,dur,0.3484282037760963
101,1,24.0,firstrun_nfix,0.3992177243238913
101,1,24.0,nfix,0.27645668805597284
101,1,24.0,firstrun_dur,0.30628898186084397
101,1,25.0,firstfix_dur,0.42297126977709426
101,1,25.0,dur,0.2951760280767539
101,1,25.0,firstrun_nfix,0.3793978837535024
101,1,25.0,nfix,0.29592884499785105
101,1,25.0,firstrun_dur,0.3107780894789474
101,1,26.0,firstfix_dur,0.45720590386988347
101,1,26.0,dur,0.34427656486217006
101,1,26.0,firstrun_nfix,0.38861941120400584
101,1,26.0,nfix,0.3322339037034957
101,1,26.0,firstrun_dur,0.34189223143986974
101,1,27.0,firstfix_dur,0.415303617851784
101,1,27.0,dur,0.3227843094260686
101,1,27.0,firstrun_nfix,0.36192469476103883
101,1,27.0,nfix,0.31292519674479546
101,1,27.0,firstrun_dur,0.32908335983613124
101,1,28.0,firstfix_dur,0.4418380246352632
101,1,28.0,dur,0.3493787995162616
101,1,28.0,firstrun_nfix,0.37871784421829685
101,1,28.0,nfix,0.34703734874145914
101,1,28.0,firstrun_dur,0.3479233872657383
101,1,29.0,firstfix_dur,0.4266946484544087
101,1,29.0,dur,0.32973336006192167
101,1,29.0,firstrun_nfix,0.37076292720078996
101,1,29.0,nfix,0.2996521350504537
101,1,29.0,firstrun_dur,0.31437513818235874
101,1,30.0,firstfix_dur,0.4471494719530392
101,1,30.0,dur,0.3404543599680829
101,1,30.0,firstrun_nfix,0.37731838034257786
101,1,30.0,nfix,0.31913166146383065
101,1,30.0,firstrun_dur,0.32434950437244897
101,1,31.0,firstfix_dur,0.44049413698235695
101,1,31.0,dur,0.32082852201834355
101,1,31.0,firstrun_nfix,0.3399570617778394
101,1,31.0,nfix,0.3107060267235098
101,1,31.0,firstrun_dur,0.3085063489806492
101,1,32.0,firstfix_dur,0.44128046663532006
101,1,32.0,dur,0.32239333483230165
101,1,32.0,firstrun_nfix,0.3399250717533836
101,1,32.0,nfix,0.27659128787705106
101,1,32.0,firstrun_dur,0.2993920262967825
101,1,33.0,firstfix_dur,0.4407796947092614
101,1,33.0,dur,0.32089978685830384
101,1,33.0,firstrun_nfix,0.32164854371761414
101,1,33.0,nfix,0.2925594110150825
101,1,33.0,firstrun_dur,0.30301384131123127
101,1,34.0,firstfix_dur,0.4328251609217802
101,1,34.0,dur,0.3439545885592942
101,1,34.0,firstrun_nfix,0.36759347017013716
101,1,34.0,nfix,0.34741480499798066
101,1,34.0,firstrun_dur,0.34551813973367035
101,1,35.0,firstfix_dur,0.45501108355244535
101,1,35.0,dur,0.35219115053061933
101,1,35.0,firstrun_nfix,0.3594884752053706
101,1,35.0,nfix,0.32777625926969367
101,1,35.0,firstrun_dur,0.35065686652732597
101,1,36.0,firstfix_dur,0.46831349456574345
101,1,36.0,dur,0.3543604817680799
101,1,36.0,firstrun_nfix,0.3572508949035465
101,1,36.0,nfix,0.3395533563410234
101,1,36.0,firstrun_dur,0.3710488659820786
101,1,37.0,firstfix_dur,0.45149636827246514
101,1,37.0,dur,0.33837000935373696
101,1,37.0,firstrun_nfix,0.3360486870999852
101,1,37.0,nfix,0.30006037956363396
101,1,37.0,firstrun_dur,0.3427745900965342
101,1,38.0,firstfix_dur,0.4569403967985664
101,1,38.0,dur,0.3495480857488716
101,1,38.0,firstrun_nfix,0.325624909733962
101,1,38.0,nfix,0.3203453554005271
101,1,38.0,firstrun_dur,0.3385190927127974
101,1,39.0,firstfix_dur,0.4577439166549625
101,1,39.0,dur,0.36057523910688216
101,1,39.0,firstrun_nfix,0.33002974822262227
101,1,39.0,nfix,0.3229620356640226
101,1,39.0,firstrun_dur,0.3533896834127429
101,1,40.0,firstfix_dur,0.45816441968426647
101,1,40.0,dur,0.36526264194086816
101,1,40.0,firstrun_nfix,0.3270134227131563
101,1,40.0,nfix,0.31355576414623687
101,1,40.0,firstrun_dur,0.3402836141107586
101,1,41.0,firstfix_dur,0.45428762155390684
101,1,41.0,dur,0.3552591297583876
101,1,41.0,firstrun_nfix,0.3272223655963218
101,1,41.0,nfix,0.2921242298709623
101,1,41.0,firstrun_dur,0.327931770475093
101,1,42.0,firstfix_dur,0.4491789347617855
101,1,42.0,dur,0.3401681398650077
101,1,42.0,firstrun_nfix,0.3392236650430063
101,1,42.0,nfix,0.2979641061782162
101,1,42.0,firstrun_dur,0.31398072997141
101,1,43.0,firstfix_dur,0.4434800863993369
101,1,43.0,dur,0.35945714805206297
101,1,43.0,firstrun_nfix,0.3651654198350625
101,1,43.0,nfix,0.31838324998834305
101,1,43.0,firstrun_dur,0.33795257707355525
101,1,44.0,firstfix_dur,0.45663624426121363
101,1,44.0,dur,0.3131184744193485
101,1,44.0,firstrun_nfix,0.3274133117207649
101,1,44.0,nfix,0.2738879099325521
101,1,44.0,firstrun_dur,0.3113919540710559
101,1,45.0,firstfix_dur,0.45716270222256483
101,1,45.0,dur,0.3484416598205996
101,1,45.0,firstrun_nfix,0.36180626530675275
101,1,45.0,nfix,0.3034838446911004
101,1,45.0,firstrun_dur,0.329595217831664
101,1,46.0,firstfix_dur,0.46215216129976944
101,1,46.0,dur,0.366341949057174
101,1,46.0,firstrun_nfix,0.3783815779156611
101,1,46.0,nfix,0.32329437589411253
101,1,46.0,firstrun_dur,0.3468159679057558
101,1,47.0,firstfix_dur,0.4644454180793687
101,1,47.0,dur,0.35785570635200104
101,1,47.0,firstrun_nfix,0.3669379753288368
101,1,47.0,nfix,0.30718136498228643
101,1,47.0,firstrun_dur,0.33641212268620135
101,1,48.0,firstfix_dur,0.44573014701403063
101,1,48.0,dur,0.32533908294844566
101,1,48.0,firstrun_nfix,0.3411606977880966
101,1,48.0,nfix,0.30778862757579184
101,1,48.0,firstrun_dur,0.31611365483827064
101,1,49.0,firstfix_dur,0.45534915300211853
101,1,49.0,dur,0.34673854332684717
101,1,49.0,firstrun_nfix,0.3482739314547193
101,1,49.0,nfix,0.3102313128587425
101,1,49.0,firstrun_dur,0.32634097519833444
101,1,50.0,firstfix_dur,0.45863648925417566
101,1,50.0,dur,0.34899460901930607
101,1,50.0,firstrun_nfix,0.34826128497521275
101,1,50.0,nfix,0.31195569882301377
101,1,50.0,firstrun_dur,0.32984943470314926
101,1,50.0,firstfix_dur,0.45863648925417566
101,1,50.0,dur,0.34899460901930607
101,1,50.0,firstrun_nfix,0.34826128497521275
101,1,50.0,nfix,0.31195569882301377
101,1,50.0,firstrun_dur,0.32984943470314926
101,2,1.0,firstfix_dur,0.5771980705131784
101,2,1.0,dur,0.555656301669482
101,2,1.0,firstrun_nfix,0.56947387396384
101,2,1.0,nfix,0.3573874199818535
101,2,1.0,firstrun_dur,0.5836677270187381
101,2,2.0,firstfix_dur,0.5107249987531011
101,2,2.0,dur,0.45715042831592156
101,2,2.0,firstrun_nfix,0.47986225400885896
101,2,2.0,nfix,0.32995669411422474
101,2,2.0,firstrun_dur,0.49580259431850465
101,2,3.0,firstfix_dur,0.5552247309844693
101,2,3.0,dur,0.5078243624174238
101,2,3.0,firstrun_nfix,0.5463623862661433
101,2,3.0,nfix,0.3481584254007286
101,2,3.0,firstrun_dur,0.5414991131473323
101,2,4.0,firstfix_dur,0.5904098234703333
101,2,4.0,dur,0.5434756636603306
101,2,4.0,firstrun_nfix,0.5737981776166851
101,2,4.0,nfix,0.4186432464669987
101,2,4.0,firstrun_dur,0.5677384218505365
101,2,5.0,firstfix_dur,0.473956859522491
101,2,5.0,dur,0.45591153459073347
101,2,5.0,firstrun_nfix,0.5188872276792564
101,2,5.0,nfix,0.3418094157323959
101,2,5.0,firstrun_dur,0.46246810843699093
101,2,6.0,firstfix_dur,0.4611153746339565
101,2,6.0,dur,0.4102774797639522
101,2,6.0,firstrun_nfix,0.47238322221286816
101,2,6.0,nfix,0.35213101353789994
101,2,6.0,firstrun_dur,0.4509499032863437
101,2,7.0,firstfix_dur,0.5935638108335276
101,2,7.0,dur,0.5288408948101212
101,2,7.0,firstrun_nfix,0.5712720566530706
101,2,7.0,nfix,0.42284345302897886
101,2,7.0,firstrun_dur,0.5822226676759529
101,2,8.0,firstfix_dur,0.6122119662499295
101,2,8.0,dur,0.5591527009487843
101,2,8.0,firstrun_nfix,0.612776973005987
101,2,8.0,nfix,0.4289913179535042
101,2,8.0,firstrun_dur,0.6220759904756239
101,2,9.0,firstfix_dur,0.5424275473432371
101,2,9.0,dur,0.4661883127030148
101,2,9.0,firstrun_nfix,0.5307181744171098
101,2,9.0,nfix,0.3803610072682122
101,2,9.0,firstrun_dur,0.5323035137389807
101,2,10.0,firstfix_dur,0.5889562018843405
101,2,10.0,dur,0.5537419284518023
101,2,10.0,firstrun_nfix,0.6351917028672512
101,2,10.0,nfix,0.40086596715259043
101,2,10.0,firstrun_dur,0.5995757254125986
101,2,11.0,firstfix_dur,0.5792742367825201
101,2,11.0,dur,0.5074694104626798
101,2,11.0,firstrun_nfix,0.6067203236682658
101,2,11.0,nfix,0.35815800568014133
101,2,11.0,firstrun_dur,0.533843474979823
101,2,12.0,firstfix_dur,0.5641169092091702
101,2,12.0,dur,0.49078591573533614
101,2,12.0,firstrun_nfix,0.5895214076129062
101,2,12.0,nfix,0.3512004276205535
101,2,12.0,firstrun_dur,0.5364795926913484
101,2,13.0,firstfix_dur,0.6475953330253098
101,2,13.0,dur,0.6240909977603062
101,2,13.0,firstrun_nfix,0.6774808482841241
